ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Cash_Demand_Next_Day
ATM_0044,6/30/2023,Friday,Morning,65459,7367,0,0,73553,Cloudy,68683
ATM_0050,2/4/2023,Saturday,Night,29751,7724,0,0,73054,Rainy,19163
ATM_0011,8/9/2023,Wednesday,Afternoon,36518,8495,0,0,67453,Cloudy,26431
ATM_0046,6/22/2023,Thursday,Evening,39065,9054,0,0,103605,Snowy,34194
ATM_0018,7/20/2023,Thursday,Morning,37776,6833,0,0,98064,Rainy,32885
ATM_0003,10/17/2023,Tuesday,Afternoon,31332,12249,0,1,85848,Snowy,32711
ATM_0042,9/12/2022,Monday,Afternoon,41918,6398,0,0,77486,Snowy,32281
ATM_0039,1/13/2023,Friday,Evening,64202,10275,0,1,108448,Snowy,72908
ATM_0009,2/23/2023,Thursday,Evening,43007,4179,0,1,92840,Clear,43147
ATM_0015,10/14/2022,Friday,Afternoon,18352,16696,0,1,86269,Clear,7222
ATM_0048,12/6/2023,Wednesday,Night,67450,15343,0,0,74280,Rainy,57952
ATM_0015,11/29/2022,Tuesday,Evening,76263,9842,0,0,105147,Cloudy,83131
ATM_0029,8/26/2022,Friday,Night,40537,12161,0,0,85656,Cloudy,30985
ATM_0032,7/5/2022,Tuesday,Night,50316,4344,0,0,98654,Rainy,52888
ATM_0037,5/18/2023,Thursday,Afternoon,33880,11237,0,0,99806,Rainy,26063
ATM_0026,12/5/2023,Tuesday,Afternoon,71698,7700,0,0,91407,Cloudy,76430
ATM_0030,10/23/2023,Monday,Night,30483,16499,0,0,119206,Rainy,20337
ATM_0049,1/13/2022,Thursday,Morning,22422,14490,0,0,92644,Clear,14141
ATM_0049,10/22/2023,Sunday,Morning,60537,2675,0,0,86630,Clear,54849
ATM_0010,10/5/2023,Thursday,Morning,51417,19030,0,1,153338,Clear,57076
ATM_0048,12/13/2022,Tuesday,Morning,51457,15583,0,0,104641,Cloudy,31526
ATM_0020,12/6/2022,Tuesday,Night,52926,12687,0,0,88430,Snowy,52493
ATM_0035,5/7/2022,Saturday,Morning,48837,4669,0,0,98969,Snowy,40770
ATM_0033,3/2/2023,Thursday,Afternoon,78680,15820,0,1,126983,Clear,84262
ATM_0028,1/30/2023,Monday,Afternoon,50366,17801,0,0,60967,Rainy,41351
ATM_0025,12/5/2023,Tuesday,Morning,45846,6641,0,0,74916,Clear,42615
ATM_0007,10/16/2022,Sunday,Evening,41674,9887,0,0,98840,Clear,38495
ATM_0006,2/14/2022,Monday,Afternoon,64188,15368,0,0,87383,Snowy,44270
ATM_0012,11/27/2023,Monday,Night,45531,9974,0,0,107975,Snowy,30916
ATM_0019,12/23/2022,Friday,Morning,61777,1111,0,1,114294,Snowy,74733
ATM_0046,3/20/2022,Sunday,Morning,46494,18039,0,0,127069,Rainy,34370
ATM_0010,2/4/2023,Saturday,Night,54370,10160,0,0,117456,Clear,56294
ATM_0028,10/13/2022,Thursday,Afternoon,60981,9824,0,0,82921,Rainy,52339
ATM_0050,1/30/2023,Monday,Evening,80730,1872,0,0,88864,Cloudy,82739
ATM_0027,9/9/2023,Saturday,Evening,50489,11552,0,0,77454,Rainy,45655
ATM_0027,7/17/2023,Monday,Night,29538,7340,0,0,110018,Rainy,24799
ATM_0006,8/18/2023,Friday,Night,35265,2142,0,0,81352,Rainy,33245
ATM_0006,8/29/2022,Monday,Evening,61495,7930,0,0,109215,Clear,48716
ATM_0036,5/1/2023,Monday,Afternoon,27164,10060,0,0,98142,Snowy,18763
ATM_0050,5/23/2022,Monday,Evening,64516,11994,0,0,121000,Cloudy,49328
ATM_0014,8/18/2022,Thursday,Morning,54869,8648,0,0,99452,Rainy,48931
ATM_0047,1/27/2022,Thursday,Night,73040,12987,0,0,85773,Clear,51467
ATM_0038,3/17/2022,Thursday,Night,51756,8078,0,0,95884,Clear,44020
ATM_0024,5/25/2022,Wednesday,Morning,68087,5316,0,0,72558,Cloudy,70646
ATM_0049,7/6/2022,Wednesday,Night,67699,14003,0,0,141196,Snowy,42589
ATM_0027,12/12/2022,Monday,Night,58380,9217,0,0,106858,Rainy,47045
ATM_0042,2/2/2022,Wednesday,Afternoon,68652,8455,0,0,57908,Cloudy,56647
ATM_0044,4/11/2023,Tuesday,Evening,50795,14326,0,0,90462,Rainy,43834
ATM_0011,10/6/2022,Thursday,Morning,75156,13375,0,0,65679,Rainy,64536
ATM_0014,2/15/2023,Wednesday,Morning,36837,2964,0,0,95599,Clear,28311
ATM_0030,5/4/2023,Thursday,Evening,48088,10513,0,0,94044,Rainy,33875
ATM_0024,10/25/2023,Wednesday,Night,20975,9253,0,0,52650,Clear,16358
ATM_0024,9/10/2023,Sunday,Evening,55306,16570,0,0,81025,Rainy,37106
ATM_0007,3/8/2022,Tuesday,Afternoon,76297,8174,0,0,83190,Snowy,60091
ATM_0036,7/26/2022,Tuesday,Morning,60308,7610,0,0,99107,Clear,51849
ATM_0031,2/16/2022,Wednesday,Morning,50346,13124,0,0,103868,Snowy,32469
ATM_0023,10/17/2022,Monday,Night,69647,12961,0,0,101986,Cloudy,71691
ATM_0023,5/13/2022,Friday,Morning,40212,6944,0,0,89440,Clear,35198
ATM_0050,6/3/2022,Friday,Morning,70296,10171,0,0,66382,Cloudy,51338
ATM_0003,10/25/2022,Tuesday,Afternoon,54645,12378,0,0,111792,Clear,41029
ATM_0006,8/26/2022,Friday,Afternoon,10222,13432,0,0,114821,Rainy,3042
ATM_0034,9/16/2023,Saturday,Evening,44217,0,0,0,123354,Snowy,41198
ATM_0024,10/1/2023,Sunday,Night,38374,11361,0,0,98854,Cloudy,25008
ATM_0014,9/18/2023,Monday,Morning,38864,9420,0,0,137957,Cloudy,30251
ATM_0001,5/27/2022,Friday,Evening,48292,7581,0,0,95065,Clear,51500
ATM_0007,4/11/2023,Tuesday,Evening,70619,11798,0,1,123741,Rainy,59703
ATM_0018,8/14/2023,Monday,Evening,35528,11572,0,0,92820,Rainy,21649
ATM_0050,4/17/2023,Monday,Evening,50645,13434,0,1,58693,Cloudy,44205
ATM_0009,5/7/2022,Saturday,Night,81824,10790,0,0,100668,Snowy,86105
ATM_0027,9/27/2023,Wednesday,Afternoon,48771,14955,0,0,114948,Snowy,32013
ATM_0006,11/30/2023,Thursday,Night,54468,18877,0,0,70416,Clear,40628
ATM_0042,2/28/2022,Monday,Afternoon,62199,5780,0,0,65126,Clear,64594
ATM_0025,6/12/2022,Sunday,Night,52352,3648,0,0,123093,Cloudy,49009
ATM_0006,12/24/2022,Saturday,Night,30635,7965,1,0,100280,Cloudy,32881
ATM_0006,7/4/2022,Monday,Morning,58456,4427,0,0,65215,Rainy,52914
ATM_0022,3/8/2022,Tuesday,Evening,46938,25588,0,1,99759,Cloudy,33317
ATM_0045,5/3/2023,Wednesday,Morning,33188,10803,0,0,113245,Rainy,27733
ATM_0010,10/18/2023,Wednesday,Afternoon,53676,13633,0,0,87437,Cloudy,51143
ATM_0024,3/17/2023,Friday,Night,69295,8714,0,0,105551,Clear,57345
ATM_0028,10/4/2022,Tuesday,Evening,60323,7781,0,0,82923,Clear,46858
ATM_0026,3/25/2022,Friday,Evening,40352,9411,0,0,100300,Rainy,32586
ATM_0017,7/8/2022,Friday,Morning,55044,6314,0,0,121134,Cloudy,56917
ATM_0049,11/1/2022,Tuesday,Afternoon,64502,13595,0,0,136395,Cloudy,66191
ATM_0031,7/3/2023,Monday,Afternoon,41233,22261,0,0,139672,Cloudy,28427
ATM_0036,9/4/2023,Monday,Afternoon,50178,9264,0,0,86867,Rainy,34455
ATM_0043,11/21/2022,Monday,Morning,63109,10392,0,0,103659,Rainy,57339
ATM_0021,4/27/2022,Wednesday,Night,37485,14524,0,0,95483,Clear,23132
ATM_0009,10/12/2023,Thursday,Night,34179,9663,0,0,98348,Rainy,30779
ATM_0013,3/7/2023,Tuesday,Afternoon,61549,19834,0,0,99217,Snowy,40666
ATM_0013,11/27/2023,Monday,Morning,66128,15236,0,0,117268,Clear,54794
ATM_0020,5/30/2023,Tuesday,Morning,49766,6870,0,0,80434,Cloudy,35044
ATM_0027,12/27/2022,Tuesday,Evening,37630,4705,0,0,85689,Snowy,30999
ATM_0012,4/15/2023,Saturday,Night,66822,7716,0,0,106779,Rainy,59772
ATM_0028,1/26/2023,Thursday,Evening,65324,17181,0,0,78996,Clear,44999
ATM_0007,4/2/2022,Saturday,Morning,35415,11119,0,1,61069,Clear,37055
ATM_0048,10/1/2023,Sunday,Morning,36076,16217,0,0,107106,Clear,20447
ATM_0019,3/7/2023,Tuesday,Afternoon,22860,13176,0,0,97646,Cloudy,17716
ATM_0013,4/26/2023,Wednesday,Morning,57119,13537,0,1,123565,Cloudy,53660
ATM_0042,12/22/2023,Friday,Night,56122,24715,0,1,114489,Rainy,44641
ATM_0019,10/2/2022,Sunday,Evening,53627,11507,0,0,99268,Cloudy,52400
ATM_0016,1/5/2022,Wednesday,Night,23932,7001,0,0,108239,Rainy,15499
ATM_0034,9/7/2023,Thursday,Evening,43230,4910,0,0,83556,Cloudy,43474
ATM_0036,2/5/2023,Sunday,Afternoon,30685,5422,0,0,102529,Clear,30715
ATM_0028,5/12/2022,Thursday,Night,69667,14320,0,0,106122,Snowy,62676
ATM_0011,3/24/2023,Friday,Afternoon,46534,6201,0,0,113272,Rainy,37902
ATM_0008,10/9/2023,Monday,Night,65570,13821,0,0,134559,Rainy,54222
ATM_0014,4/6/2022,Wednesday,Morning,42959,11044,0,0,101164,Rainy,31636
ATM_0040,12/26/2023,Tuesday,Morning,57057,19861,0,0,109285,Rainy,27130
ATM_0041,10/9/2023,Monday,Evening,59137,12862,0,0,107940,Rainy,50775
ATM_0013,7/3/2023,Monday,Afternoon,45309,6020,0,0,95020,Clear,32282
ATM_0006,5/28/2022,Saturday,Morning,54711,8419,0,0,106286,Clear,55365
ATM_0039,5/6/2022,Friday,Morning,69241,10390,0,0,73844,Rainy,55462
ATM_0005,5/22/2023,Monday,Evening,44823,16943,0,0,102847,Cloudy,36650
ATM_0027,3/17/2022,Thursday,Night,40547,12870,0,0,97802,Cloudy,34645
ATM_0021,10/11/2023,Wednesday,Night,47238,8122,0,0,113989,Clear,32732
ATM_0043,8/4/2023,Friday,Morning,21874,15899,0,1,121044,Snowy,22419
ATM_0040,9/7/2023,Thursday,Morning,51461,21443,0,0,64735,Snowy,39277
ATM_0013,9/13/2023,Wednesday,Morning,61730,5441,0,0,99601,Rainy,58660
ATM_0024,4/28/2022,Thursday,Afternoon,46281,4329,0,0,120583,Rainy,44573
ATM_0047,12/10/2023,Sunday,Afternoon,45101,4145,0,0,104047,Rainy,36541
ATM_0023,12/27/2023,Wednesday,Evening,26645,12306,0,0,81512,Cloudy,22519
ATM_0033,2/14/2023,Tuesday,Afternoon,38411,9710,0,0,69723,Snowy,31468
ATM_0007,8/21/2023,Monday,Evening,59463,10455,0,0,115764,Cloudy,54109
ATM_0029,3/10/2023,Friday,Evening,61643,7580,0,0,124743,Cloudy,65098
ATM_0013,8/4/2023,Friday,Evening,46182,4683,0,0,120432,Clear,39405
ATM_0011,2/4/2022,Friday,Evening,36354,13797,0,0,87664,Snowy,28797
ATM_0002,4/28/2022,Thursday,Afternoon,29780,4095,0,0,76966,Rainy,25837
ATM_0016,3/16/2022,Wednesday,Afternoon,45154,8163,0,0,91572,Snowy,35352
ATM_0001,11/23/2022,Wednesday,Morning,59320,3817,0,0,125488,Snowy,61732
ATM_0036,3/9/2022,Wednesday,Night,48569,18651,0,0,55088,Rainy,32130
ATM_0036,10/12/2022,Wednesday,Morning,52931,8872,0,0,105910,Cloudy,53733
ATM_0049,3/22/2023,Wednesday,Evening,41618,8439,0,0,93243,Clear,35905
ATM_0032,2/17/2022,Thursday,Evening,40588,11253,0,0,116171,Cloudy,25887
ATM_0039,12/1/2022,Thursday,Night,46034,6128,1,0,87947,Snowy,44630
ATM_0042,8/13/2023,Sunday,Morning,50026,7419,0,0,142491,Cloudy,44636
ATM_0035,6/25/2023,Sunday,Morning,75885,10609,0,0,115068,Clear,64416
ATM_0007,3/2/2023,Thursday,Evening,51497,11027,0,0,84487,Snowy,40737
ATM_0006,7/24/2023,Monday,Evening,76172,22024,0,0,104344,Cloudy,66849
ATM_0045,4/11/2023,Tuesday,Night,43028,18914,0,0,95053,Clear,30337
ATM_0015,2/18/2022,Friday,Morning,64780,2070,0,0,103529,Snowy,52249
ATM_0047,3/23/2023,Thursday,Afternoon,56768,15079,0,0,91932,Snowy,44051
ATM_0001,12/6/2023,Wednesday,Morning,68912,13083,0,0,101759,Clear,51472
ATM_0004,11/8/2022,Tuesday,Morning,43395,7842,0,0,57598,Cloudy,36173
ATM_0045,6/24/2022,Friday,Afternoon,59148,9800,0,0,115898,Rainy,53634
ATM_0010,8/22/2023,Tuesday,Night,70237,10059,0,0,80384,Rainy,67793
ATM_0031,11/9/2023,Thursday,Night,55131,19586,0,0,69488,Cloudy,39277
ATM_0006,9/28/2022,Wednesday,Evening,32687,16568,0,0,99690,Rainy,22275
ATM_0042,7/30/2022,Saturday,Morning,27009,4357,0,1,119448,Clear,26496
ATM_0001,11/18/2023,Saturday,Afternoon,63091,11815,0,0,65578,Rainy,47421
ATM_0007,12/15/2022,Thursday,Afternoon,44623,3875,0,0,123530,Snowy,42620
ATM_0046,4/10/2023,Monday,Afternoon,41244,6799,0,0,129674,Rainy,32656
ATM_0024,1/30/2023,Monday,Night,17706,9846,0,0,88761,Cloudy,5574
ATM_0005,10/12/2022,Wednesday,Night,28566,15946,0,0,113344,Clear,20244
ATM_0030,4/20/2022,Wednesday,Morning,59938,5885,0,0,79215,Cloudy,66360
ATM_0018,1/30/2022,Sunday,Night,62269,11981,0,0,103394,Snowy,60674
ATM_0036,3/28/2022,Monday,Evening,38667,9490,0,0,128938,Cloudy,30598
ATM_0028,6/5/2023,Monday,Evening,40087,14971,0,0,105094,Snowy,22461
ATM_0004,10/27/2023,Friday,Night,57280,5754,0,0,106113,Rainy,48931
ATM_0012,9/1/2023,Friday,Evening,39031,8122,0,0,99023,Cloudy,32679
ATM_0044,2/21/2022,Monday,Afternoon,37885,8042,0,0,130101,Clear,36009
ATM_0037,9/30/2022,Friday,Afternoon,33799,3435,0,0,107879,Snowy,28928
ATM_0040,12/18/2023,Monday,Night,37953,6340,0,0,154438,Rainy,40917
ATM_0045,10/2/2022,Sunday,Night,62666,15508,0,0,109839,Rainy,54444
ATM_0041,10/22/2022,Saturday,Evening,66093,5733,0,0,119306,Cloudy,60044
ATM_0020,12/6/2023,Wednesday,Afternoon,60565,4511,0,0,92767,Clear,54533
ATM_0012,12/7/2022,Wednesday,Night,18974,10446,0,1,91148,Cloudy,15049
ATM_0022,1/22/2022,Saturday,Afternoon,50115,634,0,0,140889,Rainy,45404
ATM_0049,1/10/2022,Monday,Evening,66555,8077,0,0,98732,Cloudy,56258
ATM_0031,4/23/2022,Saturday,Morning,57241,17599,0,0,57284,Snowy,35738
ATM_0034,5/31/2023,Wednesday,Afternoon,70584,10710,0,0,86541,Clear,67032
ATM_0048,12/10/2022,Saturday,Night,59942,4851,0,0,90319,Snowy,44497
ATM_0032,9/17/2022,Saturday,Evening,61246,0,0,0,106686,Snowy,55311
ATM_0046,12/8/2022,Thursday,Night,45650,8927,0,0,27978,Clear,34770
ATM_0027,8/14/2022,Sunday,Afternoon,57991,5972,0,0,95697,Rainy,57773
ATM_0048,12/14/2023,Thursday,Night,73134,7500,0,0,110860,Clear,59731
ATM_0025,10/17/2023,Tuesday,Morning,56145,7015,0,0,129860,Cloudy,56047
ATM_0012,9/29/2022,Thursday,Evening,47598,15158,0,0,71821,Cloudy,30427
ATM_0020,7/15/2022,Friday,Morning,56673,14253,0,0,117837,Snowy,53989
ATM_0008,3/20/2023,Monday,Night,33300,6191,0,1,94006,Snowy,34717
ATM_0008,1/9/2022,Sunday,Night,39098,5611,0,0,106654,Rainy,42531
ATM_0019,10/1/2023,Sunday,Afternoon,30002,8763,0,0,106664,Clear,23895
ATM_0001,4/10/2023,Monday,Morning,39289,15892,0,0,94009,Clear,32267
ATM_0032,11/10/2022,Thursday,Morning,31464,10826,0,0,100250,Clear,21450
ATM_0017,5/22/2022,Sunday,Evening,30716,1920,0,0,107452,Rainy,29538
ATM_0046,10/5/2022,Wednesday,Afternoon,52497,7979,0,0,100035,Clear,41253
ATM_0015,2/2/2022,Wednesday,Night,90654,12599,0,0,104200,Cloudy,75401
ATM_0026,4/11/2022,Monday,Evening,59227,6843,0,0,111989,Rainy,44747
ATM_0028,11/27/2023,Monday,Evening,71285,11466,0,0,114596,Rainy,76361
ATM_0009,3/3/2023,Friday,Afternoon,70878,14050,0,0,85502,Snowy,71917
ATM_0041,4/18/2023,Tuesday,Afternoon,35659,21588,0,0,71854,Cloudy,18700
ATM_0009,6/24/2023,Saturday,Night,30528,4870,0,0,112145,Snowy,26091
ATM_0023,3/14/2023,Tuesday,Night,88982,1379,0,1,113876,Cloudy,91448
ATM_0036,1/28/2022,Friday,Night,67497,8547,0,0,108882,Snowy,65959
ATM_0038,6/9/2023,Friday,Evening,65600,4905,0,0,95444,Snowy,71376
ATM_0049,2/7/2023,Tuesday,Afternoon,35899,10539,0,0,152137,Cloudy,27598
ATM_0030,2/25/2022,Friday,Morning,51592,6810,0,0,98843,Clear,37580
ATM_0039,4/10/2022,Sunday,Evening,66916,5374,0,0,90995,Snowy,72169
ATM_0008,8/22/2023,Tuesday,Morning,29892,8400,0,0,102886,Cloudy,21981
ATM_0015,11/23/2023,Thursday,Afternoon,22494,6020,0,0,103837,Clear,14388
ATM_0040,12/6/2023,Wednesday,Afternoon,56419,18615,0,0,132785,Rainy,35361
ATM_0008,6/17/2023,Saturday,Morning,21158,10775,0,0,92034,Cloudy,14751
ATM_0033,3/31/2023,Friday,Night,41315,5518,0,1,91026,Snowy,48726
ATM_0031,7/8/2022,Friday,Afternoon,53513,7529,0,0,105676,Cloudy,51850
ATM_0040,5/7/2022,Saturday,Night,49117,8895,0,0,103822,Rainy,51127
ATM_0048,11/5/2023,Sunday,Afternoon,32754,13209,0,0,94594,Rainy,16863
ATM_0031,10/24/2022,Monday,Evening,60552,9610,0,1,94480,Cloudy,49267
ATM_0043,10/9/2022,Sunday,Night,44574,13290,0,0,92094,Clear,35719
ATM_0027,3/12/2023,Sunday,Afternoon,36626,10348,0,0,86986,Clear,27549
ATM_0025,1/12/2022,Wednesday,Evening,45100,11801,0,0,110826,Cloudy,46793
ATM_0023,5/23/2022,Monday,Night,34990,5724,0,0,75879,Rainy,31028
ATM_0033,5/31/2023,Wednesday,Afternoon,36710,20270,0,1,102956,Cloudy,29370
ATM_0005,6/28/2022,Tuesday,Afternoon,43116,4912,0,0,117203,Snowy,42963
ATM_0046,5/24/2022,Tuesday,Evening,62153,17634,0,1,138051,Clear,55095
ATM_0031,1/21/2023,Saturday,Night,92363,8228,0,0,88150,Snowy,96912
ATM_0045,11/28/2022,Monday,Evening,54906,3399,0,0,95224,Cloudy,51473
ATM_0003,1/31/2022,Monday,Afternoon,52123,12376,1,0,123413,Clear,41385
ATM_0044,5/3/2023,Wednesday,Evening,25171,10833,0,1,121199,Rainy,23401
ATM_0012,1/29/2023,Sunday,Night,20968,7254,0,0,126608,Snowy,11081
ATM_0003,3/16/2022,Wednesday,Night,48191,3299,0,0,90286,Clear,43556
ATM_0021,4/21/2022,Thursday,Night,55832,4130,0,0,122252,Rainy,41988
ATM_0017,5/18/2023,Thursday,Night,48933,13864,0,0,115663,Rainy,44504
ATM_0034,7/16/2022,Saturday,Morning,46818,12711,0,0,93242,Clear,29703
ATM_0003,5/24/2022,Tuesday,Morning,50033,8626,0,0,90855,Clear,39133
ATM_0012,11/30/2023,Thursday,Night,39663,12338,0,0,126212,Cloudy,19570
ATM_0023,1/1/2023,Sunday,Afternoon,67566,3717,1,0,125784,Cloudy,80804
ATM_0037,3/22/2022,Tuesday,Afternoon,36406,10709,0,0,106274,Clear,31581
ATM_0015,2/22/2022,Tuesday,Evening,27730,9126,0,0,127203,Snowy,25775
ATM_0025,12/22/2023,Friday,Evening,16721,22093,0,0,129909,Rainy,2354
ATM_0005,7/2/2023,Sunday,Afternoon,45730,2780,0,1,108897,Snowy,43994
ATM_0040,2/28/2022,Monday,Morning,66814,14027,0,0,119516,Snowy,65799
ATM_0002,2/3/2022,Thursday,Evening,50132,2922,0,0,119557,Snowy,57954
ATM_0009,7/29/2022,Friday,Evening,45944,3051,0,0,127040,Clear,46523
ATM_0040,12/21/2023,Thursday,Morning,81491,10456,0,1,92390,Cloudy,88130
ATM_0048,9/20/2023,Wednesday,Morning,38297,13676,0,0,88816,Rainy,23706
ATM_0047,2/12/2022,Saturday,Morning,43095,7976,0,0,122656,Rainy,37768
ATM_0023,3/18/2023,Saturday,Night,40178,7446,0,0,101598,Rainy,42934
ATM_0004,1/27/2022,Thursday,Afternoon,54813,5060,0,0,114460,Cloudy,45752
ATM_0044,1/19/2022,Wednesday,Night,36066,7479,0,0,98542,Cloudy,25830
ATM_0009,3/17/2023,Friday,Night,78339,11190,0,0,83184,Cloudy,55808
ATM_0040,1/12/2023,Thursday,Evening,54871,12902,0,0,124184,Clear,46232
ATM_0015,4/5/2022,Tuesday,Morning,49635,6462,0,0,144197,Clear,37213
ATM_0047,9/13/2022,Tuesday,Morning,54904,5824,0,0,133058,Cloudy,40344
ATM_0019,2/14/2022,Monday,Evening,81166,9138,0,0,114294,Rainy,77089
ATM_0009,9/13/2023,Wednesday,Night,51525,17490,0,0,93743,Clear,48690
ATM_0017,7/11/2023,Tuesday,Afternoon,65463,9432,0,0,98882,Snowy,66520
ATM_0029,1/1/2024,Monday,Evening,39006,6298,1,0,142419,Snowy,39223
ATM_0016,6/24/2023,Saturday,Evening,64667,940,0,0,80986,Clear,63934
ATM_0023,2/25/2023,Saturday,Night,32870,10299,0,0,67497,Rainy,23236
ATM_0015,11/9/2022,Wednesday,Afternoon,51243,7925,0,0,130039,Rainy,46993
ATM_0016,12/17/2023,Sunday,Night,45100,19926,0,1,68939,Clear,39733
ATM_0003,10/4/2022,Tuesday,Evening,28946,8988,0,0,96335,Clear,24608
ATM_0018,9/17/2023,Sunday,Night,64297,13945,0,0,87415,Cloudy,56671
ATM_0029,2/15/2022,Tuesday,Afternoon,39399,4597,0,0,76451,Cloudy,31264
ATM_0004,11/8/2023,Wednesday,Evening,41930,12332,0,0,101580,Snowy,41704
ATM_0039,12/11/2022,Sunday,Evening,45677,10915,0,0,80169,Clear,43364
ATM_0047,9/29/2023,Friday,Night,27454,14978,0,0,82371,Clear,16499
ATM_0036,2/2/2023,Thursday,Evening,51354,10171,0,0,92750,Snowy,46496
ATM_0025,4/24/2023,Monday,Afternoon,40724,6025,0,1,58552,Snowy,49156
ATM_0018,3/29/2022,Tuesday,Afternoon,52310,11795,0,0,126684,Cloudy,50164
ATM_0040,10/8/2022,Saturday,Evening,42066,13887,0,0,70824,Clear,32501
ATM_0020,8/6/2023,Sunday,Evening,53527,12201,0,0,89580,Cloudy,57671
ATM_0002,3/27/2023,Monday,Morning,34243,14230,0,0,97930,Snowy,33005
ATM_0041,7/24/2023,Monday,Afternoon,42656,10209,0,0,152733,Clear,43493
ATM_0040,7/19/2023,Wednesday,Evening,67302,15812,0,0,108710,Snowy,67761
ATM_0017,5/22/2023,Monday,Afternoon,52497,0,0,0,86420,Rainy,48510
ATM_0042,2/20/2022,Sunday,Afternoon,32638,95,0,0,99233,Rainy,34166
ATM_0033,3/27/2023,Monday,Evening,62281,5183,0,0,61358,Rainy,56464
ATM_0046,9/23/2022,Friday,Evening,36667,9201,0,0,79716,Snowy,32361
ATM_0046,2/15/2022,Tuesday,Afternoon,55084,15701,0,0,76395,Cloudy,39201
ATM_0033,3/21/2022,Monday,Afternoon,44997,14426,0,0,117580,Snowy,43428
ATM_0027,3/15/2022,Tuesday,Night,35802,8634,0,0,111700,Snowy,37093
ATM_0024,12/10/2022,Saturday,Night,54217,19162,0,0,69394,Snowy,47266
ATM_0002,6/14/2022,Tuesday,Evening,48163,1914,0,0,106926,Rainy,55956
ATM_0002,4/19/2022,Tuesday,Afternoon,40549,6329,0,0,71070,Snowy,34483
ATM_0025,8/20/2023,Sunday,Morning,43023,13138,0,0,133292,Clear,24822
ATM_0015,8/2/2023,Wednesday,Night,57008,7278,0,0,89911,Clear,46834
ATM_0031,11/7/2023,Tuesday,Night,27201,10910,0,0,79280,Snowy,14006
ATM_0022,9/6/2022,Tuesday,Evening,47874,14389,0,0,115815,Clear,37573
ATM_0016,4/1/2023,Saturday,Night,49669,18729,0,0,114453,Clear,24804
ATM_0042,5/11/2023,Thursday,Afternoon,38701,9432,0,0,89131,Rainy,24809
ATM_0009,7/5/2023,Wednesday,Afternoon,68957,7646,0,0,122423,Rainy,65617
ATM_0017,10/21/2022,Friday,Evening,61355,8736,0,0,35169,Cloudy,67041
ATM_0033,6/1/2022,Wednesday,Night,54457,10269,0,0,73474,Cloudy,52173
ATM_0011,5/4/2022,Wednesday,Night,60235,14732,0,0,112081,Cloudy,60918
ATM_0007,5/10/2022,Tuesday,Morning,43849,10538,0,0,119964,Rainy,38274
ATM_0009,6/12/2023,Monday,Night,83097,10398,0,0,23266,Cloudy,65539
ATM_0036,9/5/2022,Monday,Evening,68552,8007,0,0,91067,Snowy,76904
ATM_0039,9/24/2023,Sunday,Morning,59184,2202,0,0,78445,Snowy,64171
ATM_0027,10/8/2023,Sunday,Night,55147,6064,0,0,80434,Cloudy,59273
ATM_0009,7/7/2022,Thursday,Morning,42400,11199,0,0,129709,Snowy,28989
ATM_0042,4/10/2023,Monday,Night,19288,1738,0,0,119339,Snowy,19856
ATM_0015,11/1/2022,Tuesday,Night,63815,7601,0,0,91347,Cloudy,69046
ATM_0021,1/29/2023,Sunday,Evening,82785,10031,0,1,63034,Clear,81583
ATM_0047,8/4/2022,Thursday,Night,65841,13941,0,0,118281,Snowy,51366
ATM_0023,10/19/2022,Wednesday,Afternoon,35194,11064,0,0,99792,Cloudy,27615
ATM_0015,6/23/2022,Thursday,Evening,47391,16692,0,1,85897,Clear,32577
ATM_0043,10/13/2022,Thursday,Afternoon,29755,26886,0,0,113530,Rainy,9701
ATM_0039,2/10/2022,Thursday,Afternoon,43859,4719,0,0,62394,Clear,45499
ATM_0014,10/16/2022,Sunday,Night,34621,15608,0,0,104581,Cloudy,30021
ATM_0008,12/25/2023,Monday,Morning,42220,18591,1,0,96216,Cloudy,34405
ATM_0006,5/21/2022,Saturday,Evening,48704,14182,0,1,78645,Clear,52127
ATM_0015,3/18/2022,Friday,Evening,27850,15289,0,0,89357,Snowy,20181
ATM_0041,6/10/2023,Saturday,Morning,44171,22299,0,0,115629,Clear,29062
ATM_0007,12/24/2023,Sunday,Evening,37035,15678,1,0,93666,Clear,29479
ATM_0041,1/9/2022,Sunday,Afternoon,70617,4979,0,0,118887,Rainy,56054
ATM_0013,9/29/2022,Thursday,Night,40496,468,0,0,98232,Rainy,42082
ATM_0032,10/17/2022,Monday,Afternoon,83160,14411,0,0,120549,Clear,72199
ATM_0047,8/8/2022,Monday,Morning,47191,15163,0,0,129076,Rainy,40629
ATM_0012,2/9/2022,Wednesday,Night,42800,14157,0,0,115961,Rainy,43095
ATM_0023,5/11/2023,Thursday,Afternoon,28637,19558,0,0,87176,Snowy,14891
ATM_0032,5/17/2023,Wednesday,Night,46024,11210,0,0,82980,Cloudy,40499
ATM_0007,8/13/2022,Saturday,Morning,47184,14203,0,0,83494,Cloudy,36008
ATM_0016,11/10/2023,Friday,Night,42606,19038,0,0,132828,Snowy,32493
ATM_0008,12/22/2022,Thursday,Night,47598,8782,0,0,101130,Cloudy,47970
